,Title,Area,Location,Bookmarks,Positive Review,Negative Review,Review Count,PriceRange,Genre
4802,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4803,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4804,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4805,Uni.kotomo 海膽仔,San Po Kong,"Shop Q, G/F, San Po Kong Mansion, 2-32 Yin Hing Street, San Po Kong",8556,582,10,(637 Reviews),$101-200,"['Japanese', 'Ramen']"
4806,Shigemitsu Bento 重光弁当,San Po Kong,"Shop B05-07, 1/F, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong",3386,69,0,(90 Reviews),$51-100,"['Japanese', 'Yoshoku']"
4807,Medium Rare Steak (Mikiki) 岩盤牛扒ミディアムレア ステーキ (Mikiki),San Po Kong,"Shop 9-10, LG/F, Mikiki, 638 Prince Edward Road East, San Po Kong",1906,69,6,(101 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
4808,MUM Veggie Cafe MUM 日常野菜料理,San Po Kong,"Shop B, G/F, 34 Yan Oi Street, San Po Kong",5897,34,0,(43 Reviews),$51-100,"['Japanese', 'Vegetarian']"
4809,Antoshimo Cafe & Bakery (Mikiki),San Po Kong,"Shop G05B, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",5263,114,4,(166 Reviews),$51-100,"['Japanese', 'Bakery']"
4810,Hirou Tsuki 拾う月,San Po Kong,"Shop C39, 2/F, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong",1939,38,0,(51 Reviews),$101-200,"['Japanese', 'Izakaya']"
4811,Machi Donburi (Winning Centre) 町町丼丼 (宏基中心),San Po Kong,"Shop 2B, G/F, Winning Centre, 29 Tai Yau Street, San Po Kong",1230,26,0,(27 Reviews),Below $50,['Japanese']
4812,Tokyo Chikara Meshi 東京チカラめし,San Po Kong,"Shop G27, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",936,28,2,(41 Reviews),Below $50,"['Japanese', 'Fast Food']"
4813,Tonton Shokudo 豚豚食堂,San Po Kong,"Shop G23, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",540,30,11,(64 Reviews),$51-100,"['Japanese', 'Ramen']"
4814,Gyu-Kaku 牛角日本燒肉專門店,San Po Kong,"Shop 120, 1, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",677,12,0,(18 Reviews),$201-400,"['Japanese', 'Roast Meat']"
4815,Marugame Seimen (Mikiki) 丸亀製麵 (Mikiki),San Po Kong,"Shop G10, G/F, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",2051,16,0,(28 Reviews),$51-100,"['Japanese', 'Udon']"
4816,芝C Sushi (新蒲崗廣場),San Po Kong,"Shop 57A3, G/F, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong",881,9,0,(11 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4817,HKER Bar & Restaurant 思想共鳴,San Po Kong,"Shop B38-39, 1/F, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong",1080,9,0,(17 Reviews),$51-100,"['Japanese', 'Wine']"
4818,Nichigyu Shabu Shabu & Sukiyaki Restaurant 日牛涮涮鍋專門店,San Po Kong,"Shop 111, 1/F,  Mikiki, 638 Prince Edward Road East, San Po Kong",1625,23,4,(42 Reviews),$101-200,"['Japanese', 'Hot Pot']"
4819,Otanri Japanese restaurant 大盛日本料理,San Po Kong,"Shop G25-27, G/F, Yue Xiu Plaza, Ning Yuen Street, San Po Kong",1273,71,32,(177 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4820,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4821,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
4822,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4823,MOS Burger,San Po Kong,"Shop G08, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",463,19,2,(34 Reviews),Below $50,"['Japanese', 'Hamburger']"
4824,Onigiri Planet (Mikiki) 飯丸屋 (Mikiki),San Po Kong,"Room 01A, G/F, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",973,3,1,(11 Reviews),Below $50,"['Japanese', 'Sandwich']"
4825,和味日本料理,San Po Kong,"G/F, 31 Hong Keung Street, San Po Kong",592,10,4,(33 Reviews),$51-100,"['Japanese', 'Ramen']"
4826,Chateraise,San Po Kong,"Shop G05C, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",148,3,0,(3 Reviews),$51-100,"['Japanese', 'Bakery']"
4827,Genki Sushi 元気寿司,San Po Kong,"Shop Nos. 105-105A, 1/F, Mikiki, 638 Prince Edward Road East, San Po Kong",293,10,4,(25 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4828,Happy Wagyu 牛歡喜,San Po Kong,"Shop G10, G/F, New Tech Plaza, 34 Tai Yau Street, San Po Kong",220,4,0,(7 Reviews),$51-100,"['Japanese', 'Roast Meat']"
4829,丼海龍王,San Po Kong,"G/F., 67 King Fuk Street, San Po Kong",773,18,4,(40 Reviews),$51-100,"['Japanese', 'Ramen']"
4830,Akatsuki 味曉,San Po Kong,"G/F, 24 Shung Ling Street, San Po Kong",42,1,0,(1 Reviews),$51-100,"['Japanese', 'Curry']"
4831,Big boss sushi 肥波士壽司,San Po Kong,"G/F, 60 Tseuk Luk Street, San Po Kong",38,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4832,魚兵衛,San Po Kong,"YATA Department Store, LG/F, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",51,,,,$51-100,"['Japanese', 'Sushi/Sashimi']"
4833,HLW International Limited 北島屋 (Virtual Shop),,,27,,,,Below $50,"['Japanese', 'Online Shop/ Food Distributor']"
4834,HKER Harbour's Kernel Eatery Resonance 思想共鳴 (Moved),San Po Kong,"Shop G01, G/F, Yue Xiu Plaza, 3-23 Ning Yuen Street, San Po Kong",2384,43,3,(62 Reviews),$51-100,"['Japanese', 'Wine']"
4835,GoodealMart 直購街 (Moved),San Po Kong,"Shop B, 1/F, Chung Kai Industrial Building, 9 Luk Hop Street,, San Po Kong",66,4,0,(4 Reviews),$101-200,"['Japanese', 'Seafood']"
4836,Open Meal 開餐 (Moved),San Po Kong,"B2/F, Wing Hin Factory Building, 26 Ng Fong Street, San Po Kong",20,1,0,(1 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4837,六本木屋台 (Moved),San Po Kong,"Shop 9-10, LG/F, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",33,3,1,(5 Reviews),$51-100,['Japanese']
4838,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4839,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4840,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4841,和味壽司刺身 (Moved),San Po Kong,"Shop A, G/F, Wealth Court, 98 Tseuk Luk Street, San Po Kong",12,1,0,(2 Reviews),$51-100,"['Japanese', 'Ramen']"
4842,Sushiro 壽司郎 (Under Renovation),San Po Kong,"Shop 110, 1/F, Mikiki Mall, 638 Prince Edward Road East, San Po Kong",84,,,,$101-200,"['Japanese', 'Sushi/Sashimi']"
4843,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4844,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4845,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
4846,一鳴屋台料理,Sheung Shui,"180 Jockey Club Road, Sheung Shui",835,68,1,(73 Reviews),$51-100,"['Japanese', 'Ramen']"
4847,Menya Yamashita 麵家山下,Sheung Shui,"Shop D3-D4, G/F, 63 San Hong Street, Sheung Shui",6808,112,10,(197 Reviews),$51-100,"['Japanese', 'Ramen']"
4848,Wagyu More+ (Landmark North) 牛摩+ (上水廣場),Sheung Shui,"Shop 513, Landmark North, 5/F, 39 Lung Sum Avenue, Sheung Shui",825,36,2,(41 Reviews),$101-200,"['Japanese', 'Hot Pot']"
4849,Yours Shokudo 丸和食堂,Sheung Shui,"G/F,170 Jockey Club Road, Sheung Shui",1665,78,2,(104 Reviews),$51-100,"['Japanese', 'Ramen']"
4850,Lion House Cafe 獅藝館茶座,Sheung Shui,"Hau Ku Shek Ancestral Hall, 28 Ho Sheung Heung, Sheung Shui",1455,21,0,(24 Reviews),$51-100,"['Japanese', 'Coffee Shop']"
4851,Mihachi Tsukiji 御八築地,Sheung Shui,"G/F., Block A, No. 10, Fu Hing St., Shek Wu Hui, Sheung Shui, N.T., Sheung Shui",1947,69,21,(147 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
4852,Sushi Aoi 鮨葵,Sheung Shui,"G/F, 4 San Cheung Street, Sheung Shui",2204,24,5,(48 Reviews),$51-100,"['Japanese', 'Ramen']"
4853,DonCurry 丼道,Sheung Shui,"Shop 317-320, 3/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",317,16,4,(28 Reviews),$51-100,"['Japanese', 'Curry']"
4854,Yakiniku One 一焼肉,Sheung Shui,"Shop 428B, 4/F, Landmark North, 39 Lung Sum Avenue, Sheung Shui",391,7,2,(13 Reviews),$51-100,"['Japanese', 'Roast Meat']"
4855,Genki Sushi 元気寿司,Sheung Shui,"Shop 2095-2100, 2/F, Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",438,10,1,(19 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4856,YAKINIKU LIKE (Metropolis Plaza) 燒肉LIKE (新都廣場),Sheung Shui,"Shop 232-234, 2/F, Metropolis Plaza, 8 Lung Wan Street, Sheung Shui",974,,2,(25 Reviews),$51-100,"['Japanese', 'Roast Meat']"
4857,Chateraise,Sheung Shui,"Shop 2015, 2/F, Sheung Shui Centre Shopping Arcade, 3 Chi Cheong Road, Sheung Shui",315,5,0,(7 Reviews),$51-100,"['Japanese', 'Bakery']"
4858,Ryoyu Bakery Studio 糧友パン工房,Sheung Shui,"Shop 2005, 2/F, Sheung Shui Centre Shopping Arcade, No.3 Chi Cheong Road, Sheung Shui",154,4,0,(6 Reviews),Below $50,['Japanese']
4859,MOS Burger,Sheung Shui,"Shop 2033-2034, 2/F, Sheung Shui Centre, 3 Chi Cheong Road, Sheung Shui",277,6,1,(17 Reviews),Below $50,"['Japanese', 'Hamburger']"
4860,Yoshinoya 吉野家,Sheung Shui,"Shop SHS 10, Sheung Shui MTR Station, Sheung Shui",250,11,0,(24 Reviews),Below $50,['Japanese']
4861,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4862,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4863,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4864,Sushi Express 爭鮮迴轉壽司,Sheung Shui,"Shop 101, 1/F, Spot, 48 Lung Sum Avenue, Sheung Shui",254,3,1,(14 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4865,HACHIBAN Menkoubou Deluxe 八番麵工房 Deluxe,Sheung Shui,"Shop 511, 5/F, Landmark North , 39 Lung Sum Avenue, Sheung Shui",307,10,4,(28 Reviews),$51-100,"['Japanese', 'Ramen']"
4866,eat happily 食得喜,Sheung Shui,"Shop 2B, G/F, Sunningdale Garden Block 4, 8 Chi Cheong Road, Sheung Shui",122,1,0,(1 Reviews),$51-100,"['Japanese', 'Food Stall Noodles']"
4867,Hakata Yatai 博多屋台,Sheung Shui,"Shop 22-23, 3/F, Choi Yuen Shopping Centre, 8 Choi Yuen Road, Sheung Shui",170,3,2,(19 Reviews),$51-100,['Japanese']
4868,糧友麵包工房,Sheung Shui,"Shop 2005, 2/F, Sheung Shui Centre Shopping Arcade, 3 Chi Cheong Road, Sheung Shui",55,1,0,(1 Reviews),Below $50,"['Japanese', 'Bakery']"
4869,Tezukuri No Mise 手作之店,Sheung Shui,"Shop 1043, G/F, Sheung Shui Centre, Sheung Shui",89,5,0,(9 Reviews),Below $50,"['Japanese', 'Ice Cream/yogurt']"
4870,Sushi Take-Out 爭鮮外帶壽司,Sheung Shui,"Shop 8, Exit B2, Sheung Shui MTR Station, Sheung Shui",106,2,1,(10 Reviews),Below $50,"['Japanese', 'Sushi/Sashimi']"
4871,Yamazaki Bakery 山崎麵飽,Sheung Shui,"Shop 201B, 2/F, The Spot, 48 Lung Sum Avenue, Sheung Shui",25,1,0,(1 Reviews),Below $50,"['Japanese', 'Bakery']"
4872,Saryo Kyoto Niomon 茶寮 京都仁王門,Sheung Shui,"Shop 2043-2044, 2/F, Sheung Shui Centre , 3 Chi Cheong Road, Sheung Shui",29,,,,$51-100,"['Japanese', 'Udon']"
4873,Hana-Musubi 華御結,Sheung Shui,"Shop R23C, 3/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",3,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4874,Yamazaki Bakery 山崎麵飽,Sheung Shui,"Shop 244A, 2/F, Metropolis Plaza, 8 Lung Wan Street, Sheung Shui",1,,,,Below $50,"['Japanese', 'Bakery']"
4875,Genki Sushi 元気寿司,Sheung Shui,"Shop R3-R4, 3/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",17,,,,$101-200,"['Japanese', 'Sushi/Sashimi']"
4876,Sushi Take-Out (Lung Fung Garden) 爭鮮外帶壽司 (龍豐花園),Sheung Shui,"Shop 2, G/F, Lung Fung Garden, 33 Lung Sum Avenue, Sheung Shui",6,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4877,Sushi Take-Out (Choi Yuen Plaza) 爭鮮外帶壽司 (彩園廣場),Sheung Shui,"Shop R1A, 3/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",7,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4878,Chateraise (彩園廣場),Sheung Shui,"Shop R18, 3/F, Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui",48,,,,$51-100,"['Japanese', 'Bakery']"
4879,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4880,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4881,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4882,Hana-Musubi 華御結,Sheung Shui,"Shop 2016, 2/F, Sheung Shui Centre Shopping Arcade, 3 Chi Cheong Road, Sheung Shui",36,,,,Below $50,"['Japanese', 'Sushi/Sashimi']"
4883,Aomori Ryouri 青森二丁目 (Moved),Sheung Shui,"G/F, 10 Lung Sum Ave, Sheung Shui",95,35,9,(55 Reviews),$51-100,['Japanese']
4884,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4885,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4886,Yakitoriya Hon 燒鳥屋本,Tsim Sha Tsui,"Shop B2, G/F, Carnival Mansion, 15B Austin Avenue, Tsim Sha Tsui",1083,,,,$101-200,"['Japanese', 'Skewer']"
4887,Not Just Coffee (One Artlane) 不籽是咖啡 (藝里坊),Western District,"Shop 1, G/F, One Artlane, 8 Chung Ching Street, Sai Ying Pun, Western District",8652,150,5,(187 Reviews),$101-200,"['Japanese', 'Coffee Shop']"
4888,Soma Shabu Shabu 相馬日式火鍋,Western District,"Shop 2B , 1/F Bohemian House, 321 Des Voeux Road, Western District",7193,240,7,(273 Reviews),$101-200,"['Japanese', 'Hot Pot']"
4889,Sushi Shiawase 幸鮨屋,Western District,"G/F, 509 Queen's Road West, Sai Ying Pun, Western District",4855,80,2,(98 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4890,Onigiri Planet (Wing Wah Mansion) 飯丸屋 (永華大廈),Western District,"Shop A, G/F, Wing Wah Mansion, 425H Queen's Road West, Sai Ying Pun, Western District",1116,65,1,(73 Reviews),Below $50,"['Japanese', 'Fast Food']"
4891,Matsuya Dessert & Restaurant (Yen Shun Mansion) 松屋 (仁信大廈),Western District,"Shop F, G/F, Yen Shun Mansion, 142-150 Third Street, Sai Ying Pun, Western District",7100,98,2,(127 Reviews),Below $50,"['Japanese', 'Dessert']"
4892,Nichijou 日常,Western District,"Shop H, G/F, Block 2, Hoi Sing Building, 128 Second Street, Sai Ying Pun, Western District",5461,36,0,(45 Reviews),$101-200,"['Japanese', 'Dessert']"
4893,Dare,Western District,"Shop 1, G/F, 5 Water Street, Sai Ying Pun, Western District",4398,52,0,(68 Reviews),$51-100,"['Japanese', 'Western']"
4894,Aged Sushi YU-EN 熟成鮨結縁,Western District,"Shop B, G/F, King's Hill, 38 Western Street, Sai Ying Pun, Western District",2039,51,1,(57 Reviews),Above $801,"['Japanese', 'Omakase']"
4895,My Sushi 神川日本料理,Western District,"Shop 2, G/F, Rockson Mansion, 25-35 Water Street, Sai Ying Pun, Western District",9618,110,1,(124 Reviews),$201-400,"['Japanese', 'Omakase']"
4896,BakeOut Homemade Koppepan 彼之丘,Western District,"G/F, 216 Queen's Road West, Sai Ying Pun, Western District",5113,45,1,(72 Reviews),Below $50,"['Japanese', 'Taiwanese Drink']"
4897,Hanamiyama Sushi 花見山下日式料理,Western District,"Shop 1, G/F, Shun Tai Building , 129 First Street, Sai Ying Pun, Western District",3412,26,1,(29 Reviews),$101-200,"['Japanese', 'Wine']"
4898,Wako2ffee House 和光咖啡屋,Western District,"Shop 2&2A, G/F, One ArtLane, 8 Chung Ching Street, Western District",4426,30,1,(44 Reviews),$51-100,"['Japanese', 'Sandwich']"
4899,Rock Wagyu 頑石燒肉所,Western District,"G/F, 393 Queen's Road West, Western District",1672,27,3,(34 Reviews),$51-100,"['Japanese', 'Roast Meat']"
4900,koendo 高円堂,Western District,"Shop B, G/F, 63 Third Street, Western District",805,19,0,(21 Reviews),Below $50,"['Japanese', 'Cake']"
4901,Katsumoto 勝本,Western District,"G/F, 70 High Street, Western District",3987,15,2,(25 Reviews),$201-400,['Japanese']
4902,Tian Jian IZAKAYA 天澗居酒屋,Yuen Long,"G/F, 79&81 Kau Yuk Road, Yuen Long",2897,,,,$201-400,"['Japanese', 'Izakaya']"
4903,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4904,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4905,Kome Kushi,Western District,"Shop 2, G/F, Island Crest, 8 First Street, Western District",573,14,3,(18 Reviews),$101-200,"['Japanese', 'Wine']"
4906,NINOEN Japanese Take-Away Shop 日の苑西日式外賣專門店,Western District,"Shop 6, G/F, Tak Lee Building, 270-280 Queen's Road West, Sai Ying Pun, Western District",993,16,0,(33 Reviews),$51-100,"['Japanese', 'Sushi/Sashimi']"
4907,Test Kitchen,Western District,"Shop 3, G/F, 158A Connaught Road West, Sai Ying Pun, Western District",2828,10,1,(15 Reviews),Above $801,"['Japanese', 'Fine Dining']"
4908,I want to eat ice with you 很想 · 一起吃冰,Western District,"Shop A, G/F, Hoi Sing Building Block 2, 128 Second Street, Western District",826,9,0,(12 Reviews),$51-100,"['Japanese', 'Dessert']"
4909,Eureka 澄居,Western District,"G/F, 129 First Street, Sai Ying Pun, Western District",2539,20,0,(24 Reviews),$201-400,"['Japanese', 'Skewer']"
4910,Sup 1,Western District,"Shop A-B, G/F, 80-86 High Street, Sai Ying Pun, Western District",3117,16,3,(24 Reviews),$201-400,"['Japanese', 'French']"
4911,Hakata Ramen Hinotori 博多拉麵-火之鳥,Western District,"25 High Street, Western District",281,2,1,(5 Reviews),$51-100,"['Japanese', 'Ramen']"
4912,Wo Muk 禾木,Western District,"Shop 2A, G/F, Merit Court, 294 Des Voeux Road West, Western District",471,3,0,(5 Reviews),Below $50,"['Japanese', 'Coffee Shop']"
4913,Mori You Japanese Restaurant 森沃日本料理,Western District,"Shop C, G/F, 38-42 Eastern Street, Sai Ying Pun, Western District",935,6,0,(9 Reviews),$401-800,"['Japanese', 'Sushi/Sashimi']"
4914,Zanji Ramen ラーメン味,Western District,"G/F, 269 Queen's Road West, Sai Ying Pun, Western District",604,9,7,(29 Reviews),Below $50,"['Japanese', 'Ramen']"
4915,Underground 虎玥,Western District,"Shop B, G/F, Fung Sing Mansion, 133 Third Street, Western District",173,1,0,(2 Reviews),$51-100,"['Japanese', 'Yoshoku']"
4916,BBQ Teppan Yaki,Western District,"Shop 142B, Sai Ying Pun Third Street, Western District",475,1,0,(4 Reviews),$101-200,"['Japanese', 'Skewer']"
4917,Camp Ramen 營拉麵,Western District,"G/F, 247 Sai Ying Pun Des Voeux Road West, Western District",45,,,(1 Reviews),$51-100,"['Japanese', 'Ramen']"
4918,Poke Mama,Western District,"Shop A2, G/F, 29C-29D Pok Fu Lam Road, Western District",189,,,,$51-100,"['Japanese', 'International']"
4919,Kingfood Wagyu Shop 京福和牛專門店 (Virtual Shop),,,102,,,,$101-200,"['Japanese', 'Online Shop/ Food Distributor']"
4920,Ryou Dou Raku 漁道樂,Tsim Sha Tsui,"Shop A, G/F, Kimberley House, 35 Kimberley Road, Tsim Sha Tsui",20437,,,,$401-800,"['Japanese', 'Seafood']"
4921,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4922,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4923,Azuma Japanese Cuisine 東鮨居酒屋 (Under Renovation),Western District,"Shop E, LG/F, Tung Cheung Building, 1-11 Second Ave, Sai Ying Pun, Western District",849,24,2,(29 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4924,N.28 Teppanyaki,Tsim Sha Tsui,"G/F, Kam Wing Commercial Building, 28 Minden Ave, Tsim Sha Tsui",1266,,,,$401-800,"['Japanese', 'Teppanyaki']"
4925,Wagyu Yakiniku Ichiro (All Branches) 和牛燒肉一郎 (寶漢大廈),,3 branches,,,,,$201-400,"['Japanese', 'BBQ']"
4926,Nan Ei Sui San 南瀛水產,Tsim Sha Tsui,"5/F, Tern Plaza, 3A-3C Cameron Road, Tsim Sha Tsui",40498,,,,$201-400,"['Japanese', 'Seafood']"
4927,Kane Tsuru Ramen (Kowloon City Road) 金鶴拉麵 (九龍城道),To Kwa Wan,"Shop B, G/F, Luen Yip Building, 10-16A Kowloon City Road, To Kwa Wan",7994,486,6,(548 Reviews),$101-200,"['Japanese', 'Ramen']"
4928,Yume no don 夢の丼,To Kwa Wan,"G/F, Hang Shing Building, 2-10 Tam Kung Road, To Kwa Wan",5650,258,1,(289 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
4929,Nakitora Ramen (Pak Tai Street) 鳴虎 (北帝街),To Kwa Wan,"Shop B, G/F, Tong Lu Mansion, 61 Pak Tai Street, To Kwa Wan",2253,148,4,(165 Reviews),$51-100,"['Japanese', 'Ramen']"
4930,Fullcup planet cafe 呼吸星球,To Kwa Wan,"G/F, 91 Ma Tau Kok Road, To Kwa Wan",18649,94,6,(159 Reviews),$201-400,"['Japanese', 'Wine']"
4931,Sake Bar Present (Tin Kwong Road) 禮 (天光道),To Kwa Wan,"G/F, Tin Kwong Building, 42-44 Tin Kwong Road, To Kwa Wan",5156,142,2,(152 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
4932,Tokyo Street (Ma Tau Kok Road) 東京街日本料理 (馬頭角道),To Kwa Wan,"Shop B, G/F, 57-59 Ma Tau Kok Road, To Kwa Wan",1414,96,1,(102 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4933,Juuko 十戶,To Kwa Wan,"Shop 93, G/F, Fuk Shing Mansion, 89-93 Ma Tau Wai Road, To Kwa Wan",4047,101,2,(113 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4934,Kakure (Ma Tau Wai Road) 隱町 (馬頭圍道),To Kwa Wan,"Shop 1, 1/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",5012,77,0,(85 Reviews),$201-400,"['Japanese', 'Skewer']"
4935,Nakitora Ramen (Ma Tau Wai Road) 鳴虎 (馬頭圍道),To Kwa Wan,"Shop 6-9, G/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",1273,60,2,(71 Reviews),$51-100,"['Japanese', 'Ramen']"
4936,Gyuugoku Stone Grill Steak (Tam Kung Road) 牛極 (譚公道),To Kwa Wan,"Shop 5, G/F, Great Wall Building, 16-26 Tam Kung Road, To Kwa Wan",1057,52,3,(62 Reviews),$51-100,"['Japanese', 'Teppanyaki']"
4937,Ima Coffee 伊間珈琲,To Kwa Wan,"Shop 15, G/F, The Vantage, 63 Ma Tau Wai Road, To Kwa Wan",4241,30,1,(39 Reviews),$51-100,"['Japanese', 'Sandwich']"
4938,Haruka Japanese Restaurant 遙,To Kwa Wan,"G/F, 1A Lok Shan Road, To Kwa Wan",3990,82,4,(134 Reviews),$101-200,"['Japanese', 'Sushi/Sashimi']"
4939,Tanraku 炭樂,To Kwa Wan,"G/F, 69 Pak Tai Street, To Kwa Wan",2427,25,2,(38 Reviews),$101-200,"['Japanese', 'Robatayaki']"
4940,Nglausao lzkaya 吳留手小料理,To Kwa Wan,"G/F, 19 Pak Tai Street, To Kwa Wan",873,5,0,(6 Reviews),$201-400,"['Japanese', 'Sushi/Sashimi']"
